RSSI1,RSSI2,RSSI3,RSSI4,Blok
0,-88,-91,-95,P9
0,-81,-89,-94,P9
0,-88,-92,-98,P9
0,-87,-92,-93,P9
0,-84,-93,-96,P9
0,-86,-88,-97,P9
0,-86,-91,-92,P9
0,-83,-89,-97,P9
0,-86,-90,-95,P9
0,-85,-90,0,P9
0,-86,-89,0,P9
0,-86,-88,0,P9
0,-87,-89,0,P9
0,-81,-88,0,P9
0,-93,-91,0,P9
0,-83,-93,0,P9
0,-82,-90,0,P9
0,-82,-88,0,P9
0,-87,-86,0,P9
0,-81,-87,0,P9
0,-85,-89,0,P9
0,-82,-88,0,P9
0,-82,-88,0,P9
0,-82,-90,0,P9
0,-87,-88,0,P9
0,-86,-88,0,P9
0,-82,-86,0,P9
0,-86,-87,0,P9
0,-83,-89,0,P9
0,-82,-88,0,P9
0,-83,-90,0,P9
0,-83,-89,0,P9
0,-83,-90,0,P9
0,-85,-87,0,P9
0,-82,-87,0,P9
0,-83,-88,0,P9
0,-82,-87,0,P9
0,-87,-90,0,P9
0,-86,-89,0,P9
0,-83,-89,0,P9
0,-82,-87,0,P9
0,-82,-87,0,P9
0,-84,-88,0,P9
0,-83,-87,0,P9
0,-87,-88,0,P9
0,-88,-92,0,P9
0,-80,-88,0,P9
0,0,-92,0,P9
-97,-84,-96,-94,P9
-98,-83,-92,-93,P9
-97,-84,-95,-95,P9
-96,-84,-92,-94,P9
0,-83,-96,-95,P9
0,-83,-95,-94,P9
0,-83,-101,-93,P9
0,-84,-92,-98,P9
0,-83,-93,-93,P9
0,-82,-96,-94,P9
0,-83,-95,-100,P9
0,-83,-96,-94,P9
0,-82,-94,-93,P9
0,-83,-97,-100,P9
0,-82,-95,-95,P9
0,-84,-96,-94,P9
0,-82,-92,-92,P9
0,-82,-97,-95,P9
0,-82,-95,-94,P9
0,-83,-94,-98,P9
0,-83,-92,-96,P9
0,-83,-95,-97,P9
0,-83,-95,-99,P9
0,-85,-92,-96,P9
0,-84,-93,-95,P9
0,-84,-96,-96,P9
0,-83,-94,-94,P9
0,-84,-94,-95,P9
0,-84,-93,-95,P9
0,-84,-93,-95,P9
0,-84,-96,-95,P9
0,-83,-96,-100,P9
0,-82,-91,-96,P9
0,-83,-97,-95,P9
0,-84,-95,-93,P9
0,-83,-96,-92,P9
0,-82,-97,-99,P9
0,-83,-96,-98,P9
0,-83,-94,-95,P9
0,-81,-95,0,P9
0,-84,-96,0,P9
0,-84,-97,0,P9
0,-82,-96,0,P9
0,-82,-93,0,P9
0,-84,-97,0,P9
0,-83,-94,0,P9
0,-82,-100,0,P9
0,-84,-98,0,P9
0,-83,-95,0,P9
0,-83,-95,0,P9
0,-83,-95,0,P9
0,-83,-96,0,P9
0,-83,-94,0,P9
0,-84,-94,0,P9
0,-84,-95,0,P9
0,-84,-100,0,P9
0,-83,-93,0,P9
0,-86,-94,0,P9
0,-84,-95,0,P9
0,-84,-95,0,P9
0,-83,-97,0,P9
0,-84,-94,0,P9
0,-84,-95,0,P9
0,-83,-97,0,P9
0,-82,-92,0,P9
0,-84,-94,0,P9
0,-83,-94,0,P9
0,-86,-93,0,P9
0,-84,-92,0,P9
0,-83,-95,0,P9
0,-84,-92,0,P9
0,-82,-92,0,P9
0,-85,-91,0,P9
0,-84,-97,0,P9
0,-84,-92,0,P9
0,-86,-94,0,P9
0,-82,-92,0,P9
0,-86,-92,0,P9
0,-82,-93,0,P9
0,-86,-93,0,P9
0,-86,-96,0,P9
0,-85,-91,0,P9
0,-81,-95,0,P9
0,-84,-99,0,P9
0,-90,-91,0,P9
0,-83,-92,0,P9
0,-84,-95,0,P9
0,-87,-93,0,P9
0,-83,-93,0,P9
0,-84,-95,0,P9
0,-85,-97,0,P9
0,-85,-94,0,P9
0,-83,-96,0,P9
0,-84,-93,0,P9
0,-87,-94,0,P9
0,-84,-96,0,P9
0,-94,-95,0,P9
0,-87,-97,0,P9
0,-83,-98,0,P9
0,-93,-92,0,P9
0,-86,-93,0,P9
0,-85,-93,0,P9
0,-85,-91,0,P9
0,-87,-94,0,P9
0,-85,-97,0,P9
0,-85,-94,0,P9
0,-84,-100,0,P9
0,-83,-94,0,P9
0,-86,-96,0,P9
0,-85,-92,0,P9
0,-89,-95,0,P9
0,-85,-99,0,P9
0,-84,-96,0,P9
0,-89,-94,0,P9
0,-83,-95,0,P9
0,-83,-93,0,P9
0,-84,-95,0,P9
0,-85,-99,0,P9
0,-84,-96,0,P9
0,-83,-98,0,P9
0,-84,-98,0,P9
0,-84,-93,0,P9
0,-84,-96,0,P9
0,-84,-95,0,P9
0,-84,-98,0,P9
0,-84,-94,0,P9
0,-84,-93,0,P9
0,-90,-96,0,P9
0,-86,-93,0,P9
0,-84,-95,0,P9
0,-89,-95,0,P9
0,-86,-94,0,P9
0,-91,-92,0,P9
0,-88,-95,0,P9
0,-85,-93,0,P9
0,-86,-95,0,P9
0,-87,-97,0,P9
0,-84,-94,0,P9
0,-85,-96,0,P9
0,-84,-97,0,P9
0,-83,-95,0,P9
0,-92,-96,0,P9
0,-84,-90,0,P9
0,-83,-93,0,P9
0,-81,-92,0,P9
0,-83,-90,0,P9
0,-83,-92,0,P9
0,-87,-88,0,P9
0,-86,-90,0,P9
0,-86,-91,0,P9
0,0,-88,0,P9
-93,-85,-95,0,P10
-90,-85,-95,0,P10
-91,-86,-96,0,P10
-91,-78,0,0,P10
-88,-78,0,0,P10
-92,-85,0,0,P10
-95,-78,0,0,P10
-90,-77,0,0,P10
-91,-76,0,0,P10
-102,-77,0,0,P10
-92,-84,0,0,P10
-90,-77,0,0,P10
-92,-78,0,0,P10
-91,-77,0,0,P10
-92,-78,0,0,P10
-94,-78,0,0,P10
-90,-77,0,0,P10
-92,-77,0,0,P10
-98,-77,0,0,P10
-95,-78,0,0,P10
-93,-78,0,0,P10
-97,-77,0,0,P10
-91,-78,0,0,P10
-91,-77,0,0,P10
-97,-78,0,0,P10
-97,-79,0,0,P10
-95,-77,0,0,P10
-93,-78,0,0,P10
-91,-76,0,0,P10
-93,-78,0,0,P10
-90,-76,0,0,P10
-91,-78,0,0,P10
-89,-78,0,0,P10
-93,-77,0,0,P10
-95,-78,0,0,P10
-91,-77,0,0,P10
-90,-77,0,0,P10
-90,-85,0,0,P10
-92,-78,0,0,P10
-90,-78,0,0,P10
-93,-77,0,0,P10
-94,-76,0,0,P10
-97,-76,0,0,P10
-89,-79,0,0,P10
-98,-77,0,0,P10
-92,-78,0,0,P10
-102,-78,0,0,P10
-94,-77,0,0,P10
-92,-77,0,0,P10
-95,-77,0,0,P10
-91,-77,0,0,P10
-97,-84,0,0,P10
-93,-78,0,0,P10
-95,-85,0,0,P10
-96,-77,0,0,P10
-89,-78,0,0,P10
-92,-78,0,0,P10
-98,-77,0,0,P10
-94,-85,0,0,P10
-97,-78,0,0,P10
-97,-78,0,0,P10
-90,-78,0,0,P10
-100,-76,0,0,P10
-94,-87,0,0,P10
-99,-86,0,0,P10
-90,-77,0,0,P10
-93,-77,0,0,P10
-96,-77,0,0,P10
-97,-77,0,0,P10
-91,-77,0,0,P10
-98,-77,0,0,P10
-95,-77,0,0,P10
-92,-78,0,0,P10
-93,-85,0,0,P10
-94,-78,0,0,P10
-96,-78,0,0,P10
-92,-78,0,0,P10
-93,-87,0,0,P10
-93,-77,0,0,P10
-100,-86,0,0,P10
-91,-78,0,0,P10
-92,-76,0,0,P10
-90,-78,0,0,P10
-90,-77,0,0,P10
-93,-89,0,0,P10
-95,-79,0,0,P10
-92,-89,0,0,P10
-93,-77,0,0,P10
-92,-87,0,0,P10
-92,-77,0,0,P10
-91,-91,0,0,P10
-91,-77,0,0,P10
-93,-77,0,0,P10
-90,-76,0,0,P10
-92,-77,0,0,P10
-94,-77,0,0,P10
-96,-77,0,0,P10
-97,-78,0,0,P10
-93,-78,0,0,P10
-96,-77,0,0,P10
-90,-77,0,0,P10
-93,-78,0,0,P10
-96,-77,0,0,P10
-96,-76,0,0,P10
-94,-78,0,0,P10
-97,-78,0,0,P10
-92,-78,0,0,P10
-91,-77,0,0,P10
-91,-91,0,0,P10
-93,-77,0,0,P10
-92,-77,0,0,P10
-95,-78,0,0,P10
-94,-88,0,0,P10
-91,-77,0,0,P10
-94,-77,0,0,P10
-94,-79,0,0,P10
-100,-77,0,0,P10
-92,-79,0,0,P10
-92,-78,0,0,P10
-92,-90,0,0,P10
-93,-89,0,0,P10
-93,-78,0,0,P10
-94,-78,0,0,P10
-93,-88,0,0,P10
-91,-77,0,0,P10
-95,-79,0,0,P10
-94,-77,0,0,P10
-92,-76,0,0,P10
-95,-79,0,0,P10
-96,-78,0,0,P10
-98,-78,0,0,P10
-93,-78,0,0,P10
-94,-78,0,0,P10
-91,-76,0,0,P10
-91,-77,0,0,P10
-94,-77,0,0,P10
-94,-89,0,0,P10
-95,-91,0,0,P10
-93,-78,0,0,P10
-96,-87,0,0,P10
-91,-84,0,0,P10
-95,-92,0,0,P10
-97,-88,-94,-94,P10
-96,-87,-99,0,P10
-98,-88,-95,0,P10
-98,-88,-95,0,P10
-100,-85,-99,0,P10
-97,-87,-94,0,P10
-98,-87,-94,0,P10
-93,-88,-99,0,P10
-93,-87,-90,0,P10
-97,-90,-100,0,P10
-98,-87,-94,0,P10
-94,-88,-99,0,P10
-99,-85,-95,0,P10
-94,-85,-95,0,P10
-96,-84,-99,0,P10
-95,-88,-99,0,P10
-94,-88,-98,0,P10
-93,-86,-98,0,P10
-97,-85,-97,0,P10
-98,-88,-102,0,P10
-97,-88,-93,0,P10
-92,-86,-96,0,P10
-98,-86,-97,0,P10
-95,-86,-94,0,P10
-96,-86,-95,0,P10
-94,-88,-97,0,P10
-92,-89,-101,0,P10
-94,-86,-94,0,P10
-94,-87,-98,0,P10
-100,-86,-94,0,P10
-95,-85,-97,0,P10
-96,-87,-95,0,P10
-97,-86,-97,0,P10
-94,-88,-95,0,P10
-97,-88,-95,0,P10
-98,-86,-97,0,P10
-99,-88,-93,0,P10
-93,-87,-93,0,P10
-95,-88,-91,0,P10
-95,-88,0,0,P10
-96,-85,0,0,P10
-96,-87,0,0,P10
-97,-88,0,0,P10
-91,-87,0,0,P10
-90,-88,0,0,P10
-92,-87,0,0,P10
-90,-85,0,0,P10
-92,-85,0,0,P10
-90,-85,0,0,P10
-93,-92,0,0,P10
-94,-90,0,0,P10
-96,-86,0,0,P10
-92,-86,0,0,P10
-94,-89,0,0,P10
-93,-84,0,0,P10
-93,-94,0,0,P10
0,-87,0,0,P10
0,-88,0,0,P10
0,-85,0,0,P10
0,-91,0,0,P10
0,-84,0,0,P10
0,-89,0,0,P10
0,-88,0,0,P10
0,-87,0,0,P10
0,-86,0,0,P10
0,-86,0,0,P10
0,-88,0,0,P10
0,-87,0,0,P10
0,-89,0,0,P10
0,-84,0,0,P10
0,-90,0,0,P10
0,-88,0,0,P10
0,-85,0,0,P10
0,-85,0,0,P10
0,-90,0,0,P10
0,-84,0,0,P10
0,-88,0,0,P10
0,-84,0,0,P10
0,-86,0,0,P10
0,-87,0,0,P10
0,-84,0,0,P10
0,-86,0,0,P10
0,-90,0,0,P10
0,-92,0,0,P10
0,-89,0,0,P10
0,-88,0,0,P10
0,-87,0,0,P10
0,-89,0,0,P10
0,-89,0,0,P10
0,-91,0,0,P10
0,-86,0,0,P10
0,-82,0,0,P10
0,-91,0,0,P10
0,-84,0,0,P10
0,-78,0,0,P10
0,-88,0,0,P10
0,-79,0,0,P10
0,-78,0,0,P10
0,-78,0,0,P10
0,-86,0,0,P10
0,-80,0,0,P10
0,-79,0,0,P10
0,-79,0,0,P10
0,-78,0,0,P10
0,-79,0,0,P10
-98,-79,-99,0,P10
-98,-79,-97,0,P10
-91,-87,-97,0,P10
-98,-79,-92,0,P10
-91,-77,-95,0,P10
-92,-85,0,0,P10
-100,-78,0,0,P10
-91,-78,0,0,P10
-93,-80,0,0,P10
-96,-79,0,0,P10
-93,-79,0,0,P10
-92,-78,0,0,P10
-90,-89,0,0,P10
-93,-79,0,0,P10
-94,-79,0,0,P10
-92,-79,0,0,P10
-93,-87,0,0,P10
-98,-79,0,0,P10
-94,-79,0,0,P10
-90,-80,0,0,P10
-96,-79,0,0,P10
-95,-79,0,0,P10
-93,-80,0,0,P10
-94,-79,0,0,P10
-93,-84,0,0,P10
-91,-80,0,0,P10
-95,-78,0,0,P10
-94,-78,0,0,P10
-93,-79,0,0,P10
-91,-80,0,0,P10
-95,-77,0,0,P10
-93,-78,0,0,P10
-92,-84,0,0,P10
-92,-78,0,0,P10
-94,-78,0,0,P10
-94,-86,0,0,P10
-96,-82,0,0,P10
-95,-78,0,0,P10
-97,-80,0,0,P10
-96,-79,0,0,P10
-94,-85,0,0,P10
-93,-78,0,0,P10
-94,-80,0,0,P10
-95,-78,0,0,P10
-93,-81,0,0,P10
-93,-79,0,0,P10
-95,-85,0,0,P10
-99,-79,0,0,P10
-96,-79,0,0,P10
-95,-86,0,0,P10
-95,-79,0,0,P10
-92,-86,0,0,P10
-95,-79,0,0,P10
-92,-77,0,0,P10
-95,-85,0,0,P10
-98,-79,0,0,P10
-92,-80,0,0,P10
-92,-79,0,0,P10
-96,-87,0,0,P10
-92,-79,0,0,P10
-92,-80,0,0,P10
-93,-78,0,0,P10
-91,-80,0,0,P10
-96,-81,0,0,P10
-96,-80,0,0,P10
-93,-80,0,0,P10
-92,-79,0,0,P10
-97,-82,0,0,P10
-94,-89,0,0,P10
-90,-85,0,0,P10
-93,-78,0,0,P10
-95,-79,0,0,P10
-95,-77,0,0,P10
-93,-79,0,0,P10
-97,-81,0,0,P10
-95,-79,0,0,P10
-97,-81,0,0,P10
-93,-81,0,0,P10
-96,-81,0,0,P10
-96,-80,0,0,P10
-102,-78,0,0,P10
-96,-79,0,0,P10
-92,-80,0,0,P10
-98,-80,0,0,P10
-95,-79,0,0,P10
-93,-80,0,0,P10
-90,-80,0,0,P10
-97,-78,0,0,P10
-93,-86,0,0,P10
-97,-79,0,0,P10
-93,-88,0,0,P10
-94,-78,0,0,P10
-92,-82,0,0,P10
-94,-83,0,0,P10
-95,-78,0,0,P10
-99,-79,0,0,P10
-95,-78,0,0,P10
-97,-79,0,0,P10
-97,-80,0,0,P10
-98,-87,0,0,P10
-94,-80,0,0,P10
-96,-79,0,0,P10
-93,-82,0,0,P10
-93,-79,0,0,P10
-93,-90,0,0,P10
-93,-86,0,0,P10
-90,-80,0,0,P10
-96,-85,0,0,P10
-96,-79,0,0,P10
-101,-78,0,0,P10
-98,-78,0,0,P10
-91,-85,0,0,P10
-95,-79,0,0,P10
-95,-79,0,0,P10
-92,-78,0,0,P10
-98,-88,0,0,P10
-93,-81,0,0,P10
-90,-81,0,0,P10
-97,-80,0,0,P10
-91,-84,0,0,P10
-95,-91,0,0,P10
-96,-80,0,0,P10
-93,-79,0,0,P10
-93,-81,0,0,P10
-92,-80,0,0,P10
-97,-78,0,0,P10
-92,-84,0,0,P10
-92,-80,0,0,P10
-91,-80,0,0,P10
-94,-78,0,0,P10
-92,-79,0,0,P10
-96,-78,0,0,P10
-92,-80,0,0,P10
-92,-85,0,0,P10
-94,-78,0,0,P10
-95,-79,0,0,P10
-94,-78,0,0,P10
-95,-78,0,0,P10
-92,-80,0,0,P10
-94,-80,0,0,P10
-94,-84,0,0,P10
-96,-81,0,0,P10
-96,-81,-95,-100,P10
-91,-80,-92,-95,P10
-90,-80,-96,-97,P10
-92,-81,-92,-96,P10
-94,-80,-93,-98,P10
-93,-80,-95,-94,P10
-92,-81,-94,-97,P10
-91,-84,-94,-96,P10
-91,-80,-101,-96,P10
-92,-83,-92,0,P10
-91,-81,-91,0,P10
-91,-81,-94,0,P10
-91,-84,-95,0,P10
-90,-81,-94,0,P10
-92,-82,-96,0,P10
-90,-84,-95,0,P10
-91,-85,-94,0,P10
-95,-82,-91,0,P10
-93,-84,-90,0,P10
-93,-82,-93,0,P10
-93,-84,-94,0,P10
-94,-80,-93,0,P10
-93,-81,-99,0,P10
-92,-84,-94,0,P10
-91,-82,-95,0,P10
-89,-83,-92,0,P10
-89,-82,-92,0,P10
-93,-82,-95,0,P10
-91,-82,-91,0,P10
-95,-81,-95,0,P10
-93,-83,-92,0,P10
-90,-81,-93,0,P10
-90,-85,-97,0,P10
-92,-80,-98,0,P10
-92,-81,-100,0,P10
-92,-80,-95,0,P10
-92,-79,-96,0,P10
-90,-81,-102,0,P10
-95,-80,-98,0,P10
-91,-81,-97,0,P10
-94,-80,-99,0,P10
-92,-79,-95,0,P10
-92,-81,-97,0,P10
-92,-80,-95,0,P10
-90,-81,-98,0,P10
-92,-80,-96,0,P10
-92,-80,-98,0,P10
-94,-80,-95,0,P10
-92,-83,-97,0,P10
-90,-83,-101,0,P10
-92,-81,-99,0,P10
-90,-83,-94,0,P10
-90,-82,0,0,P10
-95,-88,0,0,P10
-92,-80,0,0,P10
-94,-83,0,0,P10
-92,-85,0,0,P10
-93,-86,0,0,P10
-94,-80,0,0,P10
-93,-80,0,0,P10
-94,-81,0,0,P10
-93,-83,0,0,P10
-96,-79,0,0,P10
-91,-79,0,0,P10
-93,-81,0,0,P10
-95,-78,0,0,P10
-94,-81,0,0,P10
-94,-84,0,0,P10
-91,-86,0,0,P10
-93,-81,0,0,P10
-93,-82,0,0,P10
-96,-86,0,0,P10
-98,-83,0,0,P10
-96,-86,0,0,P10
-96,-81,0,0,P10
-94,-84,0,0,P10
-96,-81,0,0,P10
-93,-79,0,0,P10
-94,-81,0,0,P10
-96,-82,0,0,P10
-98,-81,0,0,P10
-95,-83,0,0,P10
-93,-82,0,0,P10
-94,-81,0,0,P10
-93,-80,0,0,P10
-93,-81,0,0,P10
-95,-80,0,0,P10
-94,-82,0,0,P10
-92,-81,0,0,P10
-94,-80,0,0,P10
-92,-84,0,0,P10
-93,-84,0,0,P10
-93,-82,0,0,P10
-92,-81,0,0,P10
-94,-82,0,0,P10
-94,-80,0,0,P10
-96,-81,0,0,P10
-96,-74,0,0,P10
-94,-76,0,0,P10
-95,-76,0,0,P10
-95,-84,0,0,P10
-92,-75,0,0,P10
-93,-81,0,0,P10
-92,-83,0,0,P10
-94,-77,0,0,P10
-96,-76,0,0,P10
-95,-76,0,0,P10
-93,-76,0,0,P10
-96,-76,0,0,P10
-91,-77,0,0,P10
-90,-76,0,0,P10
-95,-76,0,0,P10
-96,-76,0,0,P10
-92,-82,0,0,P10
-96,-80,0,0,P10
-97,-77,0,0,P10
-92,-77,0,0,P10
-95,-86,0,0,P10
-92,-78,0,0,P10
-93,-84,0,0,P10
-91,-90,0,0,P10
-95,-83,0,0,P10
-91,-84,0,0,P10
-91,-88,0,0,P10
-92,-83,0,0,P10
-91,-86,0,0,P10
-94,-83,0,0,P10
-93,-83,0,0,P10
-93,-83,0,0,P10
-92,-90,0,0,P10
-92,-90,0,0,P10
-93,-89,0,0,P10
-92,-89,0,0,P10
-93,-85,0,0,P10
-92,-90,0,0,P10
-93,-85,0,0,P10
-93,-83,0,0,P10
-92,-83,0,0,P10
-92,-84,0,0,P10
-95,-90,0,0,P10
-95,-83,0,0,P10
-92,-85,0,0,P10
-95,-88,0,0,P10
-94,-84,0,0,P10
-93,-89,0,0,P10
-92,-90,0,0,P10
-95,-89,0,0,P10
-92,-90,0,0,P10
-93,-83,0,0,P10
-93,-84,0,0,P10
-92,-82,0,0,P10
-92,-83,0,0,P10
-94,-82,0,0,P10
0,-92,0,0,P10
0,-84,0,0,P10
0,-83,0,0,P10
0,-83,0,0,P10
0,-83,0,0,P10
0,-88,0,0,P10
0,-84,0,0,P10
0,-83,0,0,P10
0,-84,0,0,P10
-95,-94,-98,-96,P10
-91,-94,-93,0,P10
-91,-79,-94,0,P10
-92,-91,-97,0,P10
-93,-79,-97,0,P10
-91,-79,-97,0,P10
-91,-78,-95,0,P10
-94,-78,-96,0,P10
-91,-91,-94,0,P10
-91,-89,-97,0,P10
-89,-94,-95,0,P10
-91,-80,-96,0,P10
-91,-81,-94,0,P10
-90,-80,-99,0,P10
-92,-92,-96,0,P10
-95,-80,-94,0,P10
-90,-92,-98,0,P10
-92,-78,-95,0,P10
-90,-80,-95,0,P10
-89,-80,-95,0,P10
-92,-89,-98,0,P10
-93,-90,-96,0,P10
-96,-78,-96,0,P10
-93,-91,-97,0,P10
0,-81,-98,0,P10
0,-87,-96,0,P10
0,-91,-101,0,P10
0,-80,-94,0,P10
0,-89,-97,0,P10
0,-80,-93,0,P10
0,-81,-93,0,P10
0,-90,-93,0,P10
0,-78,-99,0,P10
0,-92,-96,0,P10
0,-79,-97,0,P10
0,-92,-95,0,P10
0,-90,-95,0,P10
0,-80,-96,0,P10
0,-80,-90,0,P10
0,-78,-94,0,P10
0,-89,-95,0,P10
0,-80,-95,0,P10
0,-80,-96,0,P10
0,-93,-97,0,P10
0,-80,-93,0,P10
0,-78,-97,0,P10
0,-92,-92,0,P10
0,-94,-97,0,P10
0,-80,-95,0,P10
0,-79,-97,0,P10
0,-81,-100,0,P10
0,-79,-98,0,P10
0,-89,-90,0,P10
0,-91,-99,0,P10
0,-92,-94,0,P10
0,-93,-95,0,P10
0,-91,-99,0,P10
0,-91,-96,0,P10
0,-79,-93,0,P10
0,-88,-98,0,P10
0,-81,-95,0,P10
0,-92,0,0,P10
0,-92,0,0,P10
0,-89,0,0,P10
0,-91,0,0,P10
0,-89,0,0,P10
0,-80,0,0,P10
0,-93,0,0,P10
0,-79,0,0,P10
0,-90,0,0,P10
0,-81,0,0,P10
0,-95,0,0,P10
0,-80,0,0,P10
0,-79,0,0,P10
0,-80,0,0,P10
0,-80,0,0,P10
0,-81,0,0,P10
0,-81,0,0,P10
0,-90,0,0,P10
0,-81,0,0,P10
0,-79,0,0,P10
0,-79,0,0,P10
0,-80,0,0,P10
0,-93,0,0,P10
0,-92,0,0,P10
0,-81,0,0,P10
0,-89,0,0,P10
0,-80,0,0,P10
0,-80,0,0,P10
0,-93,0,0,P10
0,-80,0,0,P10
0,-80,0,0,P10
0,-81,0,0,P10
0,-89,0,0,P10
0,-79,0,0,P10
0,-79,0,0,P10
0,-89,0,0,P10
0,-79,0,0,P10
0,-79,0,0,P10
0,-78,0,0,P10
0,-89,0,0,P10
0,-80,0,0,P10
0,-80,0,0,P10
0,-80,0,0,P10
0,-90,0,0,P10
0,-89,0,0,P10
0,-80,0,0,P10
0,-79,0,0,P10
0,-79,0,0,P10
0,-91,0,0,P10
0,-79,0,0,P10
0,-79,0,0,P10
0,-79,0,0,P10
0,-79,0,0,P10
0,-88,0,0,P10
0,-89,0,0,P10
0,-80,0,0,P10
0,-80,0,0,P10
0,-88,0,0,P10
0,-87,0,0,P10
0,-89,0,0,P10
0,-91,0,0,P10
0,-92,0,0,P10
0,-91,0,0,P10
0,-88,0,0,P10
0,-80,0,0,P10
0,-88,0,0,P10
0,-91,0,0,P10
0,-81,0,0,P10
0,-84,0,0,P10
0,-94,0,0,P10
0,-88,0,0,P10
0,-79,0,0,P10
0,-77,0,0,P10
0,-78,0,0,P10
0,-86,0,0,P10
0,-77,0,0,P10
0,-78,0,0,P10
0,-78,0,0,P10
0,-88,0,0,P10
0,-79,0,0,P10
0,-77,0,0,P10
0,-77,0,0,P10
0,-78,0,0,P10
0,-86,0,0,P10
0,-77,0,0,P10
0,-84,0,0,P10
0,-77,0,0,P10
0,-85,0,0,P10
0,-79,0,0,P10
0,-84,0,0,P10
0,-77,0,0,P10
0,-85,0,0,P10
-93,-82,-96,0,P10
-94,-83,-97,0,P10
-94,-89,-97,0,P10
-93,-82,-96,0,P10
-90,-82,-98,0,P10
-94,-89,-96,0,P10
-96,-83,-91,0,P10
-94,-88,-99,0,P10
-95,-84,-94,0,P10
-93,-84,-96,0,P10
-94,-83,-103,0,P10
-91,-83,-99,0,P10
-93,-83,-94,0,P10
-94,-83,-94,0,P10
-93,-83,-95,0,P10
-95,-82,-103,0,P10
-94,-82,-97,0,P10
-93,-83,-96,0,P10
-93,-82,-99,0,P10
-90,-82,-96,0,P10
-91,-83,-99,0,P10
-93,-84,-99,0,P10
-92,-82,-95,0,P10
-94,-82,-97,0,P10
-91,-83,-94,0,P10
-92,-83,-95,0,P10
-91,-82,-99,0,P10
-94,-83,-97,0,P10
-89,-81,-95,0,P10
-92,-86,-94,0,P10
-91,-85,-94,0,P10
-93,-84,-97,0,P10
-92,-90,-95,0,P10
-92,-83,-97,0,P10
-91,-83,-95,0,P10
-92,-84,-96,0,P10
-99,-85,-96,0,P10
-93,-89,-97,0,P10
-91,-90,-94,0,P10
-90,-88,-98,0,P10
-94,-85,-96,0,P10
-94,-95,-92,0,P10
-95,-90,-95,0,P10
-93,-83,-102,0,P10
-92,-89,-94,0,P10
-89,-91,-96,0,P10
-91,-83,-94,0,P10
-96,-89,-97,0,P10
-91,-82,-99,0,P10
-94,-82,-95,0,P10
-91,-82,-94,0,P10
-93,-81,-93,0,P10
-96,-90,-97,0,P10
-94,-83,-95,0,P10
-92,-83,-97,0,P10
-93,-83,-97,0,P10
-93,-89,-94,0,P10
-90,-93,-94,0,P10
-93,-83,-97,0,P10
-92,-84,-97,0,P10
-92,-83,-96,0,P10
-94,-82,-96,0,P10
-94,-82,-94,0,P10
-94,-82,-95,0,P10
-92,-90,-98,0,P10
-93,-88,-97,0,P10
-93,-83,-97,0,P10
-94,-82,-96,0,P10
-92,-83,-100,0,P10
-93,-83,-93,0,P10
-93,-82,-96,0,P10
-95,-88,-96,0,P10
-91,-89,-97,0,P10
-91,-82,-98,0,P10
-93,-82,-97,0,P10
-90,-83,-95,0,P10
-91,-84,-97,0,P10
-92,-82,-94,0,P10
-92,-90,-96,0,P10
-92,-82,-92,0,P10
-96,-82,-95,0,P10
-93,-88,-94,0,P10
-90,-83,-96,0,P10
-94,-83,-97,0,P10
-92,-90,-93,0,P10
-92,-82,-95,0,P10
-91,-83,-93,0,P10
-93,-82,-94,0,P10
-92,-82,-98,0,P10
-92,-81,-98,0,P10
-92,-82,-99,0,P10
-95,-82,-97,0,P10
-94,-83,-99,0,P10
-98,-82,-95,0,P10
-93,-83,-96,0,P10
-95,-83,-96,0,P10
-92,-85,-94,0,P10
-92,-83,-96,0,P10
-89,-83,-94,0,P10
-91,-89,-97,0,P10
-93,-83,-98,0,P10
-96,-83,-97,0,P10
-92,-83,-97,0,P10
-91,-83,-97,0,P10
-92,-83,-99,0,P10
-93,-82,-95,0,P10
-91,-91,-95,0,P10
-93,-84,-100,0,P10
-92,-88,-92,0,P10
-93,-82,-92,0,P10
-97,-90,-96,0,P10
-96,-84,-99,0,P10
-92,-89,-94,0,P10
-94,-83,-94,0,P10
-92,-84,-94,0,P10
-92,-83,-94,0,P10
-91,-82,-99,0,P10
-92,-83,-99,0,P10
-91,-90,-96,0,P10
-92,-83,-95,0,P10
-92,-90,-97,0,P10
-95,-89,-94,0,P10
-93,-83,-93,0,P10
-93,-84,-93,0,P10
-91,-81,-93,0,P10
-93,-83,-95,0,P10
-94,-82,-94,0,P10
-92,-84,-101,0,P10
-92,-83,-97,0,P10
-93,-81,-92,0,P10
-91,-89,-96,0,P10
-92,-83,-100,0,P10
-93,-82,-94,0,P10
-95,-90,-93,0,P10
-94,-83,-96,0,P10
-93,-82,-95,0,P10
-91,-90,-96,0,P10
-93,-81,-99,0,P10
-94,-82,-98,0,P10
-90,-86,-99,0,P10
-93,-92,-97,0,P10
-93,-82,-95,0,P10
-96,-87,-99,0,P10
-92,-83,-94,0,P10
-93,-88,-93,0,P10
-90,-82,-99,0,P10
-90,-90,-94,0,P10
-91,-83,-96,0,P10
-91,-90,-94,0,P10
-91,-82,-93,0,P10
-92,-83,-94,0,P10
-91,-83,-91,0,P10
-92,-90,-97,0,P10
-94,-88,-93,0,P10
-93,-81,-96,0,P10
-92,-83,-94,0,P10
-92,-84,-96,0,P10
